,Facility.Name,Facility.City,Facility.State Name,Facility.State Abbreviation,Rating.Effectiveness,Procedure.Hip Knee.Cost,Rating.Mortality,Rating.Overall,Procedure.Heart Failure.Value,Rating.Timeliness,Rating.Experience,Procedure.Hip Knee.Quality,Procedure.Heart Attack.Quality,Procedure.Heart Failure.Quality,Procedure.Hip Knee.Value,Procedure.Pneumonia.Quality,Rating.Imaging,Facility.Type,Rating.Safety,Rating.Readmission,Procedure.Heart Attack.Value,Procedure.Pneumonia.Value,Procedure.Pneumonia.Cost,Procedure.Heart Attack.Cost,Procedure.Heart Failure.Cost
927,St Rose Dominican Hospitals - San Martin Campus,Las Vegas,Nevada,NV,Same,22516,Same,1,Higher,Below,Same,Average,Average,Average,Average,Average,Same,Church,Below,Below,Average,Higher,20322,26610,19047
928,Centennial Hills Hospital Medical Center,Las Vegas,Nevada,NV,Same,23365,Same,2,Average,Same,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Same,Below,Higher,Higher,19375,26975,17093
929,Concord Hospital,Concord,New Hampshire,NH,Same,20081,Same,4,Lower,Below,Above,Average,Average,Average,Lower,Average,Above,Private,Above,Below,Average,Lower,16183,24646,15625
930,Mary Hitchcock Memorial Hospital,Lebanon,New Hampshire,NH,Same,20043,Same,3,Higher,Below,Above,Average,Better,Average,Lower,Average,Above,Private,Above,Below,Average,Higher,19570,23350,18068
931,Lakes Region General Hospital,Laconia,New Hampshire,NH,Below,21929,Same,3,Average,Same,Below,Average,Average,Average,Average,Average,Above,Private,Above,Same,Average,Average,17592,23907,16368
932,Elliot Hospital,Manchester,New Hampshire,NH,Same,20783,Same,2,Average,Below,Same,Average,Average,Average,Lower,Average,Same,Private,Below,Below,Average,Average,18005,23266,16692
933,Frisbie Memorial Hospital,Rochester,New Hampshire,NH,Same,21660,Same,5,Lower,Same,Above,Average,Average,Worse,Average,Average,Same,Private,Above,Above,Average,Lower,15672,21653,15195
934,Parkland Medical Center,Derry,New Hampshire,NH,Above,20198,Same,2,Average,Same,Below,Average,Average,Average,Average,Average,Same,Proprietary,Same,Below,Average,Higher,18876,22587,15707
935,Wentworth-douglass Hospital,Dover,New Hampshire,NH,Same,22206,Above,5,Average,Below,Above,Average,Average,Average,Average,Average,Same,Private,Above,Above,Average,Average,16615,24669,16295
936,Cheshire Medical Center,Keene,New Hampshire,NH,Same,21686,Same,3,Average,Below,Same,Average,Average,Average,Average,Average,Above,Private,Above,Below,Average,Lower,15486,22303,15526
937,Southern Nh Medical Center,Nashua,New Hampshire,NH,Same,22555,Above,3,Average,Same,Same,Average,Average,Average,Average,Average,Same,Private,Same,Below,Average,Lower,16394,23489,16650
938,Exeter Hospital Inc,Exeter,New Hampshire,NH,Above,20527,Same,5,Lower,Same,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,17447,24229,14902
939,Portsmouth Regional Hospital,Portsmouth,New Hampshire,NH,Above,19042,,3,Average,Above,Below,Average,Average,Better,Lower,Average,Same,Proprietary,Above,Below,Average,Average,17969,25215,17218
940,Catholic Medical Center,Manchester,New Hampshire,NH,Same,20327,Above,3,Lower,Below,Same,Average,Average,Better,Lower,Average,Same,Private,Below,Below,Average,Lower,15767,23738,15649
941,Hackensack University Medical Center,Hackensack,New Jersey,NJ,Below,23333,Above,3,Higher,Below,Same,Average,Average,Better,Higher,Better,Above,Private,Below,Below,Higher,Higher,19585,25672,20797
942,Newark Beth Israel Medical Center,Newark,New Jersey,NJ,Same,30525,Same,1,Higher,Below,Below,Average,Average,Average,Higher,Average,Below,Private,Below,Below,Average,Higher,21299,25874,19492
943,Hunterdon Medical Center,Flemington,New Jersey,NJ,Same,19489,Same,2,Higher,Below,Same,Average,Average,Average,Lower,Better,Same,Private,Below,Below,Average,Higher,18776,24025,19108
944,St Mary's General Hospital,Passaic,New Jersey,NJ,Same,28487,Same,3,Higher,Same,Below,Average,Average,Average,Higher,Average,Same,Proprietary,Above,Above,Average,Higher,22973,25960,19110
945,Holy Name Medical Center,Teaneck,New Jersey,NJ,Below,23776,Above,3,Average,Below,Same,Average,Average,Average,Higher,Average,Same,Private,Below,Above,Average,Higher,18512,25510,17324
946,Clara Maass Medical Center,Belleville,New Jersey,NJ,Same,21560,Above,4,Higher,Below,Below,Average,Average,Average,Average,Average,Same,Private,Above,Above,Higher,Higher,20487,26003,19798
947,Penn Medicine Princeton Medical Center,Plainsboro,,NJ,Same,22231,Same,3,Higher,Same,Above,Average,Average,Average,Average,Better,Above,Private,Below,Below,Higher,Average,17157,26697,17895
948,Cape Regional Medical Center Inc,Cape May Court House,New Jersey,NJ,Same,24475,Same,3,Higher,Below,Same,Average,Average,Worse,Higher,Average,Same,Private,Below,Above,Average,Higher,18401,24949,17909
949,Valley Hospital,Ridgewood,New Jersey,NJ,Same,24646,Above,4,Higher,Same,Same,Average,Average,Average,Higher,Average,Same,Private,Above,Below,Higher,Average,17453,26216,19236
950,Cooper University Hospital,Camden,New Jersey,NJ,Above,24435,,2,Average,Below,Same,Average,Average,Average,Higher,Average,Same,Private,Below,Below,Average,Higher,20185,24235,17459
951,Morristown Medical Center,Morristown,New Jersey,NJ,Same,21516,Above,5,Higher,Below,Same,Better,Better,Better,Lower,Better,Above,Private,Above,Above,Higher,Higher,18926,25644,19709
952,Chilton Medical Center,Pompton Plains,New Jersey,NJ,Same,26697,Above,3,Higher,Below,Below,Average,Average,Better,Higher,Average,Same,Private,Same,Below,Average,Higher,19464,25243,17807
953,St Joseph's University Medical Center,Paterson,New Jersey,NJ,Same,26179,Above,1,Higher,Below,Below,Average,Average,Average,Higher,Average,Below,Church,Below,Below,Higher,Higher,20300,25378,18927
954,Virtua West Jersey Hospitals Voorhees,Voorhees,New Jersey,NJ,Same,18920,Same,4,Higher,Below,Same,Average,Average,Average,Lower,Better,Above,Private,Above,Below,Higher,Average,17636,26470,18608
955,Robert Wood Johnson University Hospital At Rahway,Rahway,New Jersey,NJ,Same,19745,Below,2,Higher,Below,Below,Average,Average,Average,Lower,Worse,Same,Private,Above,Below,Higher,Higher,21812,26596,19755
956,Trinitas Regional Medical Center,Elizabeth,New Jersey,NJ,Below,28741,Same,1,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Below,Below,Average,Average,18180,24966,17913
957,Newton Medical Center,Newton,New Jersey,NJ,Same,25682,Same,3,Higher,Below,Below,Average,Average,Average,Higher,Average,Above,Private,Same,Same,Higher,Higher,19755,26100,18601
958,Inspira Medical Center Vineland,Vineland,New Jersey,NJ,Below,23862,Same,2,Higher,Below,Same,Average,Average,Average,Higher,Average,Same,Private,Above,Below,Higher,Average,18140,26815,17502
959,Riverview Medical Center,Red Bank,New Jersey,NJ,Same,21439,Same,4,Higher,Same,Below,Average,Average,Average,Average,Average,Same,Private,Above,Above,Higher,Higher,18391,25857,18894
960,Robert Wood Johnson University Hospital,New Brunswick,,NJ,Same,23270,Same,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Above,Private,Below,Below,Higher,Higher,19134,27480,20149
961,Raritan Bay Medical Center Perth Amboy Division,Perth Amboy,New Jersey,NJ,Same,24710,Above,3,Higher,Below,Below,Average,Average,Average,Higher,Better,Same,Private,Above,Below,Higher,Higher,19371,27729,19081
962,Carepoint Health-hoboken University Medical Center,Hoboken,New Jersey,NJ,Same,30736,,2,Average,Below,Below,Average,Average,Average,Higher,Average,Same,Church,Below,Below,Average,Average,18509,24813,17836
963,Community Medical Center,Toms River,New Jersey,NJ,Same,23257,Below,2,Higher,Below,Below,Average,Average,Average,Higher,Worse,Above,Private,Above,Below,Higher,Higher,19570,26296,19822
964,Capital Health Medical Center - Hopewell,Pennington,New Jersey,NJ,Above,22765,Same,3,Higher,Below,Same,Average,Average,Average,Average,Average,Same,Private,Below,Above,Higher,Higher,19227,27614,18986
965,Englewood Hospital And Medical Center,Englewood,New Jersey,NJ,Same,27584,Same,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Above,Private,Below,Below,Higher,Higher,18424,26023,18609
966,Shore Medical Center,Somers Point,New Jersey,NJ,Same,18594,Same,2,Higher,Same,Same,Average,Average,Average,Lower,Average,Same,Private,Above,Below,Average,Average,18261,25241,18405
967,Robert Wood Johnson University Hospital Somerset,Somerville,New Jersey,NJ,Same,22872,Same,3,Higher,Below,Below,Average,Average,Average,Average,Average,Same,Private,Above,Above,Higher,Higher,19784,26227,18493
968,Saint Clare's Hospital/ Denville Campus,Denville,New Jersey,NJ,Same,25163,,5,Higher,Same,Below,Average,Average,Better,Higher,Better,Same,Proprietary,Above,Below,Higher,Higher,19067,28158,20074
969,Hackensack-umc Mountainside,Montclair,New Jersey,NJ,Same,23481,Same,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Above,Below,Average,Higher,19688,24761,19696
970,Virtua Memorial Hospital Of Burlington County,Mount Holly,New Jersey,NJ,Same,23667,Same,2,Higher,Below,Below,Average,Average,Average,Average,Average,Above,Private,Below,Above,Higher,Average,17286,26291,17761
971,Lourdes Medical Center Of Burlington County,Willingboro,New Jersey,NJ,Same,22655,Same,2,Average,Below,Below,Average,Average,Average,Average,Average,Above,Private,Below,Below,Average,Higher,19302,24770,17267
972,Inspira Medical Center Elmer,Elmer,New Jersey,NJ,Same,22937,Same,4,Higher,Same,Above,Average,Average,Average,Average,Average,Same,Private,Above,Below,Average,Average,16177,25898,18295
973,Saint Peter's University Hospital,New Brunswick,New Jersey,NJ,Same,24573,Above,2,Higher,Below,Above,Average,Average,Average,Higher,Average,Above,Church,Below,Below,Higher,Higher,19076,27722,18255
974,Jersey Shore University Medical Center,Neptune,,NJ,Same,23002,Same,4,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Above,Above,Average,Higher,19760,24806,19330
975,Jersey City Medical Center,Jersey City,New Jersey,NJ,Below,25912,Same,1,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Same,Below,Average,Average,18407,23516,18065
976,Monmouth Medical Center,Long Branch,New Jersey,NJ,Above,22426,Same,4,Higher,Below,Above,Average,Average,Average,Average,Average,Same,Private,Above,Above,Average,Higher,20217,25400,21166
977,Inspira Medical Center Woodbury,Woodbury,New Jersey,NJ,Same,23548,Same,2,Average,Below,Below,Average,Average,Average,Higher,Average,Above,Private,Below,Below,Average,Average,17670,24089,16281
978,Jefferson Stratford Hospital,Stratford,New Jersey,NJ,Above,20110,Above,2,Higher,Below,Same,Average,Average,Average,Lower,Average,Above,Private,Below,Below,Average,Higher,19110,24987,17878
979,Jfk Medical Ctr - Anthony M. Yelencsics Community,Edison,New Jersey,NJ,Same,26080,Same,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Above,Private,Same,Below,Higher,Higher,20025,27764,19620
980,Robert Wood Johnson University Hospital Hamilton,Hamilton,New Jersey,NJ,Same,22829,Same,3,Higher,Below,Same,Average,Average,Average,Higher,Average,Above,Private,Above,Same,Higher,Higher,19693,29530,19624
981,Centrastate Medical Center,Freehold,New Jersey,NJ,Same,24071,Same,3,Higher,Below,Below,Average,Average,Average,Higher,Average,Above,Private,Same,Same,Higher,Average,17861,27223,19002
982,Bayshore Medical Center,Holmdel,New Jersey,NJ,Same,27195,Same,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Above,Below,Higher,Higher,19136,28622,18182
983,Southern Ocean Medical Center,Manahawkin,New Jersey,NJ,Same,22735,Same,4,Higher,Below,Below,Average,Average,Average,Average,Average,Same,Private,Below,Above,Higher,Average,18080,26165,18637
984,Hackettstown Medical Center,Hackettstown,New Jersey,NJ,Same,27838,Same,2,Higher,Same,Below,Average,Average,Average,Higher,Average,Same,Church,Below,Above,Higher,Higher,21147,27253,19019
985,Hackensack Meridian Health Pascack Valley Medical,Westwood,New Jersey,NJ,Below,23708,Same,2,Average,Same,Same,Average,Average,Average,Higher,Better,Same,Proprietary,Below,Below,Average,Average,18252,25067,18251
986,Christus St Vincent Regional Medical Center,Santa Fe,New Mexico,NM,Same,21129,Same,4,Lower,Below,Below,Worse,Average,Average,Lower,Average,Same,Private,Above,Above,Lower,Lower,15804,19991,14803
987,Gerald Champion Regional Medical Center,Alamogordo,New Mexico,NM,Same,19892,Same,3,Average,Below,Below,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Higher,19435,23187,16132
988,San Juan Regional Medical Center,Farmington,New Mexico,NM,Same,17664,Same,3,Average,Same,Below,Average,Average,Average,Lower,Average,Above,Private,Below,Above,Average,Lower,15779,25094,16498
989,Eastern New Mexico Medical Center,Roswell,New Mexico,NM,Same,20378,Same,2,Average,Below,Below,Average,Average,Average,Average,Average,Below,Proprietary,Same,Below,Average,Average,17026,23530,15871
990,Lovelace Medical Center,Albuquerque,New Mexico,NM,Same,21625,Same,4,Average,Below,Below,Average,Average,Average,Average,Average,Same,Private,Above,Above,Average,Average,18250,24270,16384
991,Memorial Medical Center,Las Cruces,New Mexico,NM,Same,23890,Same,2,Average,Below,Below,Average,Average,Average,Higher,Average,Below,Proprietary,Same,Below,Average,Average,18633,22011,16535
992,Presbyterian Hospital,Albuquerque,New Mexico,NM,Below,20048,Same,2,Average,Below,Same,Average,Average,Average,Lower,Average,Below,Private,Below,Above,Lower,Average,16762,20214,16804
993,Mountain View Regional Medical Center,Las Cruces,New Mexico,NM,Same,20448,Same,1,Average,Below,Below,Average,Average,Average,Lower,Average,Above,Proprietary,Below,Below,Higher,Higher,18497,26119,17694
994,Lovelace Regional Hospital - Roswell,Roswell,New Mexico,NM,Same,22218,Same,3,Average,Same,Same,Average,Average,Average,Average,Average,Below,Proprietary,Above,Below,Average,Average,15979,22471,16163
995,Kaleida Health,Buffalo,New York,NY,Same,21090,Below,1,Average,Below,Below,Average,Average,Average,Lower,Worse,Same,Private,Below,Below,Lower,Average,17001,21582,15892
996,"Our Lady Of Lourdes Memorial Hospital, Inc",Binghamton,New York,NY,Same,20493,Same,3,Lower,Same,Below,Average,Average,Average,Lower,Average,Below,Private,Above,Above,Lower,Lower,15992,20305,15391
997,Albany Medical Center Hospital,Albany,New York,NY,Below,20472,Same,1,Higher,Below,Below,Average,Average,Average,Lower,Average,Same,Private,Same,Below,Average,Average,17498,24747,18792
998,Vassar Brothers Medical Center,Poughkeepsie,New York,NY,Same,20785,Same,1,Average,Below,Below,Average,Average,Average,Lower,Average,Below,Private,Below,Below,Average,Average,17754,23453,16495
999,Mount Sinai Hospital,New York,New York,NY,Same,25080,Above,3,Higher,Below,Below,Worse,Average,Better,Higher,Average,Same,Private,Above,Below,Average,Higher,18166,24493,17727
1000,Newark-wayne Community Hospital,Newark,New York,NY,Same,21267,Same,2,Average,Same,Same,Average,Average,Average,Average,Average,Same,Private,Below,Below,Average,Average,16243,23175,17391
1001,Chenango Memorial Hospital,Norwich,New York,NY,Same,20759,Same,3,Lower,Same,Same,Average,Average,Average,Average,Average,Same,Private,Same,Above,Average,Lower,14025,22363,13964
1002,Southside Hospital,Bay Shore,New York,NY,Same,23319,Same,2,Higher,Below,Below,Average,Average,Average,Higher,Worse,Above,Private,Same,Below,Average,Average,17586,25972,19127
1003,Huntington Hospital,Huntington,New York,NY,Same,22701,,3,Higher,Below,Same,Average,Average,Better,Higher,Average,Above,Private,Below,Below,Average,Higher,18487,25456,18298
1004,Mount Sinai West,New York,New York,NY,Same,24394,Above,3,Average,Below,Below,Average,Average,Better,Higher,Better,Same,Private,Above,Below,Higher,Lower,16509,25968,17527
1005,Northern Dutchess Hospital,Rhinebeck,New York,NY,Same,19137,Same,4,Average,Above,Above,Average,Average,Average,Lower,Average,Same,Private,Above,Above,Average,Average,16936,23722,16570
1006,New York-presbyterian/queens,Flushing,,NY,Same,27345,Above,2,Higher,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Below,Below,Lower,Higher,19508,21636,17543
1007,Brooklyn Hospital Center At Downtown Campus,Brooklyn,New York,NY,Same,26603,Same,1,Average,Below,Below,Average,Average,Average,Higher,Average,Same,Private,Below,Below,Average,Average,17352,23727,18058
1008,St Peter's Hospital,Albany,New York,NY,Same,19281,Above,2,Average,Below,Same,Average,Average,Average,Lower,Better,Same,Private,Below,Below,Average,Average,17310,23471,16511
1009,Montefiore Medical Center,Bronx,New York,NY,Same,24508,Above,1,Average,Below,Below,Average,Average,Better,Higher,Better,Same,Private,Below,Below,Average,Average,16961,23031,16293
1010,United Memorial Medical Center,Batavia,,NY,Same,22192,Same,2,Average,Above,Below,Average,Average,Average,Average,Worse,Below,Private,Above,Same,Average,Average,16389,24088,15468
1011,F F Thompson Hospital,Canandaigua,New York,NY,Same,18526,Same,2,Lower,Below,Below,Average,Average,Average,Lower,Average,Same,Private,Same,Below,Average,Lower,16175,23559,13837
1012,Sisters Of Charity Hospital,Buffalo,New York,NY,Same,22042,Same,2,Average,Below,Same,Average,Average,Average,Average,Average,Same,Private,Above,Below,Average,Average,18052,24570,15863
1013,Aurelia Osborn Fox Memorial Hospital,Oneonta,New York,NY,Same,22563,Same,3,Lower,Below,Same,Average,Average,Average,Average,Average,Same,Private,Same,Above,Lower,Lower,14069,20934,13054
1014,Arnot Ogden Medical Center,Elmira,New York,NY,Same,20072,Same,2,Average,Below,Below,Average,Average,Average,Lower,Average,Same,Private,Below,Below,Average,Average,16975,23224,15735
1015,Columbia Memorial Hospital,Hudson,New York,NY,Same,20994,Same,2,Average,Below,Below,Average,Average,Average,Average,Average,Same,Private,Below,Below,Average,Lower,16298,22771,15808
1016,New York-presbyterian Hospital,New York,New York,NY,Same,23499,Above,3,Higher,Below,Same,Average,Better,Better,Higher,Better,Below,Private,Below,Below,Average,Lower,16921,24751,18175
1017,Kenmore Mercy Hospital,Kenmore,New York,NY,Same,21438,Same,4,Average,Below,Same,Average,Average,Average,Average,Average,Same,Church,Above,Above,Average,Average,17668,23342,16022
1018,Olean General Hospital,Olean,New York,NY,Same,22874,Same,3,Average,Below,Below,Average,Average,Average,Average,Average,Below,Proprietary,Above,Above,Average,Average,17282,25355,16750
